cetnost,jmeno,vocativ,sex,id,jmeno_ascii
13,Kolman,Kolmane,M,18342,kolman
13,Kostadin,Kostadine,M,18343,kostadin
13,Lionel,Lionele:Lioneli,M,18344,lionel
13,Ljuben,Ljubene,M,18345,ljuben
13,Ljupčo,Ljupčo,M,18346,ljupco
13,Lorenc,Lorenci,M,18347,lorenc
13,Ludovic,Ludovici,M,18348,ludovic
13,Marcelo,Marcelo,M,18349,marcelo
13,Maurice,Maurice,M,18350,maurice
13,Mauricio,Mauricio,M,18351,mauricio
13,Mieczysław,Mieczysławe,M,18352,mieczyslaw
13,Mustapha,Mustapho,M,18353,mustapha
13,Muzaffar,Muzaffare,M,18354,muzaffar
13,Narek,Narku,M,18355,narek
13,Nedeljko,Nedeljko,M,18356,nedeljko
13,Neil,Neile,M,18357,neil
13,Něhoslav,Něhoslave,M,18358,nehoslav
13,Nhu,Nhu,M,18359,nhu
13,Nicolo,Nicolo,M,18360,nicolo
13,Olin,Oline,M,18361,olin
13,Péter,Pétere,M,18362,p'eter
13,Quoc,Quoci,M,18363,quoc
13,Raffaele,Raffaele,M,18364,raffaele
13,Ramón,Ramóne,M,18365,ram'on
13,Ran,Rane,M,18366,ran
13,Rocco,Rocco,M,18367,rocco
13,Rudi,Rudi,M,18368,rudi
13,Samy,Samy,M,18369,samy
13,Sardor,Sardore,M,18370,sardor
13,Serkan,Serkane,M,18371,serkan
13,Shuhrat,Shuhrate,M,18372,shuhrat
13,Slaviša,Slavišo,M,18373,slavisa
13,Spiros,Spirosi,M,18374,spiros
13,Sukhbaatar,Sukhbaatare,M,18375,sukhbaatar
13,Tihomir,Tihomire,M,18376,tihomir
13,Tino,Tino,M,18377,tino
13,Valerio,Valerio,M,18378,valerio
13,Vassiliy,Vassiliyi,M,18379,vassiliy
13,Vinko,Vinko,M,18380,vinko
13,Vojislav,Vojislave,M,18381,vojislav
13,Vojslav,Vojslave,M,18382,vojslav
13,Vratko,Vratko,M,18383,vratko
13,Willem,Willeme,M,18384,willem
13,Xin,Xine,M,18385,xin
13,Yakiv,Yakive,M,18386,yakiv
13,Yuval,Yuvale,M,18387,yuval
13,Zdzisław,Zdzisławe,M,18388,zdzislaw
12,Aloiz,Aloizi,M,18389,aloiz
12,Altansukh,Altansukhu,M,18390,altansukh
12,Anastas,Anastasi,M,18391,anastas
12,Ara,Aro,M,18392,ara
12,Arcadie,Arcadie,M,18393,arcadie
12,Aslan,Aslane,M,18394,aslan
12,Atanasios,Atanasiosi,M,18395,atanasios
12,Augusto,Augusto,M,18396,augusto
12,Azat,Azate,M,18397,azat
12,Bakhtiyor,Bakhtiyore,M,18398,bakhtiyor
12,Bartosz,Bartoszi,M,18399,bartosz
12,Bayaraa,Bayarao,M,18400,bayaraa
12,Bayasgalan,Bayasgalane,M,18401,bayasgalan
12,Bert,Berte,M,18402,bert
12,Bin,Bine,M,18403,bin
12,Bob,Bobe,M,18404,bob
12,Boro,Boro,M,18405,boro
12,Byambadorj,Byambadorji,M,18406,byambadorj
12,Cedric,Cedrici,M,18407,cedric
12,Cu,Cu,M,18408,cu
12,Danko,Danko,M,18409,danko
12,De,De,M,18410,de
12,Desiderius,Desiderie,M,18411,desiderius
12,Dmytriy,Dmytriyi,M,18412,dmytriy
12,Dragiša,Dragišo,M,18413,dragisa
12,Dragoslav,Dragoslave,M,18414,dragoslav
12,Eda,Edo,M,18415,eda
12,Ekrem,Ekreme,M,18416,ekrem
12,Enis,Enisi,M,18417,enis
12,Erol,Erole,M,18418,erol
12,Eryk,Eryku,M,18419,eryk
12,Evghenii,Evghenii,M,18420,evghenii
12,Fadil,Fadile,M,18421,fadil
12,Fares,Faresi,M,18422,fares
12,Gernot,Gernote,M,18423,gernot
12,Ghassan,Ghassane,M,18424,ghassan
12,Giap,Giape,M,18425,giap
12,Grigoriy,Grigoriyi,M,18426,grigoriy
12,Gustavo,Gustavo,M,18427,gustavo
12,Hang,Hangu,M,18428,hang
12,Hicham,Hichame,M,18429,hicham
12,Hoai,Hoai,M,18430,hoai
12,Hoc,Hoci,M,18431,hoc
12,Chuc,Chuci,M,18432,chuc
12,Izet,Izete,M,18433,izet
12,Jaroš,Jaroši,M,18434,jaros
12,Jonatán,Jonatáne,M,18435,jonat'an
12,Kay,Kay,M,18436,kay
12,Kiryl,Kiryle,M,18437,kiryl
12,Lai,Lai,M,18438,lai
12,Le,Le,M,18439,le
12,Leander,Leandere,M,18440,leander
12,Lenny,Lenny,M,18441,lenny
12,Liang,Liangu,M,18442,liang
12,Lubislav,Lubislave,M,18443,lubislav
12,Lubomir,Lubomire,M,18444,lubomir
12,Luu,Luu,M,18445,luu
12,Marwan,Marwane,M,18446,marwan
12,Matthieu,Matthieu,M,18447,matthieu
12,Maxime,Maxime,M,18448,maxime
12,Merlin,Merline,M,18449,merlin
12,Mikeš,Mikeši,M,18450,mikes
12,Milíč,Milíči,M,18451,mil'ic
12,Munkhbayar,Munkhbayare,M,18452,munkhbayar
12,Nail,Naile,M,18453,nail
12,Naim,Naime,M,18454,naim
12,Noah,Noahu,M,18455,noah
12,Panagiotis,Panagiotisi,M,18456,panagiotis
12,Paulo,Paulo,M,18457,paulo
12,Pero,Pero,M,18458,pero
12,Phung,Phungu,M,18459,phung
12,Phuoc,Phuoci,M,18460,phuoc
12,Pjeter,Pjetere,M,18461,pjeter
12,Przemysław,Przemysławe,M,18462,przemyslaw
12,Rumen,Rumene,M,18463,rumen
12,Rustem,Rusteme,M,18464,rustem
12,Samír,Samíre,M,18465,sam'ir
12,Santino,Santino,M,18466,santino
12,Sašo,Sašo,M,18467,saso
12,Serge,Serge,M,18468,serge
12,Sinan,Sinane,M,18469,sinan
12,Sofiane,Sofiane,M,18470,sofiane
12,Svetislav,Svetislave,M,18471,svetislav
12,Tal,Tale,M,18472,tal
12,Theodoros,Theodorosi,M,18473,theodoros
12,Thin,Thine,M,18474,thin
12,Timotheus,Timotheusi,M,18475,timotheus
12,Titus,Titusi,M,18476,titus
12,Tivadar,Tivadare,M,18477,tivadar
12,Trieu,Trieu,M,18478,trieu
12,Vasileios,Vasileiosi,M,18479,vasileios
12,Vasko,Vasko,M,18480,vasko
12,Vassili,Vassili,M,18481,vassili
12,Veljko,Veljko,M,18482,veljko
12,Viktorin,Viktorine,M,18483,viktorin
12,Vito,Vito,M,18484,vito
12,Víťazoslav,Víťazoslave,M,18485,v'itazoslav
12,Xuyen,Xuyene,M,18486,xuyen
12,Yasin,Yasine,M,18487,yasin
12,Yassine,Yassine,M,18488,yassine
12,Zafar,Zafare,M,18489,zafar
12,Zheng,Zhengu,M,18490,zheng
11,Alfredo,Alfredo,M,18491,alfredo
11,Alik,Aliku,M,18492,alik
11,Antun,Antune,M,18493,antun
11,Aris,Arisi,M,18494,aris
11,Arkady,Arkady,M,18495,arkady
11,Arsim,Arsime,M,18496,arsim
11,Avni,Avni,M,18497,avni
11,Batbileg,Batbilegu,M,18498,batbileg
11,Benny,Benny,M,18499,benny
11,Bivoj,Bivoji,M,18500,bivoj
11,Bulat,Bulate,M,18501,bulat
11,Cezary,Cezary,M,18502,cezary
11,Cristiano,Cristiano,M,18503,cristiano
11,Dam,Dame,M,18504,dam
11,Dezidér,Dezidére,M,18505,dezid'er
11,Doanh,Doanhu,M,18506,doanh
11,Dulguun,Dulguune,M,18507,dulguun
11,Eman,Emane,M,18508,eman
11,Emiliano,Emiliano,M,18509,emiliano
11,Ermin,Ermine,M,18510,ermin
11,Eugenio,Eugenio,M,18511,eugenio
11,Farouk,Farouku,M,18512,farouk
11,Filippos,Filipposi,M,18513,filippos
11,Franc,Franci,M,18514,franc
11,Fryderyk,Fryderyku,M,18515,fryderyk
11,Gankhuyag,Gankhuyagu,M,18516,gankhuyag
11,Ginter,Gintere,M,18517,ginter
11,Gisbert,Gisberte,M,18518,gisbert
11,Giulio,Giulio,M,18519,giulio
11,Gordan,Gordane,M,18520,gordan
11,Grant,Grante,M,18521,grant
11,Hakan,Hakane,M,18522,hakan
11,Halil,Halile,M,18523,halil
11,Hannes,Hannesi,M,18524,hannes
11,Hocine,Hocine,M,18525,hocine
11,Hui,Hui,M,18526,hui
11,Hussein,Husseine,M,18527,hussein
11,Huu,Huu,M,18528,huu
11,Charis,Charisi,M,18529,charis
11,Idriz,Idrizi,M,18530,idriz
11,Isa,Iso,M,18531,isa
11,Ishtvan,Ishtvane,M,18532,ishtvan
11,Jaime,Jaime,M,18533,jaime
11,Jaromir,Jaromire,M,18534,jaromir
11,Jim,Jime,M,18535,jim
11,Jorik,Joriku,M,18536,jorik
11,Jura,Juro,M,18537,jura
11,Juri,Juri,M,18538,juri
11,Khalil,Khalile,M,18539,khalil
11,Khiem,Khieme,M,18540,khiem
11,Koji,Koji,M,18541,koji
11,Krunoslav,Krunoslave,M,18542,krunoslav
11,Laslo,Laslo,M,18543,laslo
11,Lich,Lichu,M,18544,lich
11,Linus,Linusi,M,18545,linus
11,Lkhagvasuren,Lkhagvasurene,M,18546,lkhagvasuren
11,Lukáč,Lukáči,M,18547,luk'ac
11,Marcos,Marcosi,M,18548,marcos
11,Marinko,Marinko,M,18549,marinko
11,Martino,Martino,M,18550,martino
11,Milutin,Milutine,M,18551,milutin
11,Min,Mine,M,18552,min
11,Mírek,Mírku,M,18553,m'irek
11,Momčilo,Momčilo,M,18554,momcilo
11,Moshe,Moshe,M,18555,moshe
11,Munkhjargal,Munkhjargale,M,18556,munkhjargal
11,Musa,Muso,M,18557,musa
11,Naoki,Naoki,M,18558,naoki
11,Nathanael,Nathanaeli,M,18559,nathanael
11,Ngan,Ngane,M,18560,ngan
11,Nihad,Nihade,M,18561,nihad
11,Oded,Odede,M,18562,oded
11,Osama,Osamo,M,18563,osama
11,Purevdorj,Purevdorji,M,18564,purevdorj
11,Purevsuren,Purevsurene,M,18565,purevsuren
11,Ralph,Ralphe,M,18566,ralph
11,Rasim,Rasime,M,18567,rasim
11,Renát,Renáte,M,18568,ren'at
11,Sabit,Sabite,M,18569,sabit
11,Siegbert,Siegberte,M,18570,siegbert
11,Silvan,Silvane,M,18571,silvan
11,Sreten,Sretene,M,18572,sreten
11,Stanko,Stanko,M,18573,stanko
11,Sterios,Steriosi,M,18574,sterios
11,Stěpan,Stěpane,M,18575,stepan
11,Suad,Suade,M,18576,suad
11,Telmen,Telmene,M,18577,telmen
11,Thieu,Thieu,M,18578,thieu
11,Timofej,Timofeji,M,18579,timofej
11,Vangel,Vangeli,M,18580,vangel
11,Viachaslau,Viachaslau,M,18581,viachaslau
11,Vieroslav,Vieroslave,M,18582,vieroslav
11,Vlad,Vlade,M,18583,vlad
11,Vy,Vy,M,18584,vy
11,Waclaw,Waclawe,M,18585,waclaw
11,Yevstakhiy,Yevstakhiyi,M,18586,yevstakhiy
11,Yoav,Yoave,M,18587,yoav
11,Yu,Yu,M,18588,yu
11,Yulian,Yuliane,M,18589,yulian
11,Zeljko,Zeljko,M,18590,zeljko
11,Zigmund,Zigmunde,M,18591,zigmund
10,Abdelkader,Abdelkadere,M,18592,abdelkader
10,Aco,Aco,M,18593,aco
10,Altangerel,Altangerle,M,18594,altangerel
10,Amine,Amine,M,18595,amine
10,Amír,Amíre,M,18596,am'ir
10,Amjad,Amjade,M,18597,amjad
10,Apostolos,Apostolosi,M,18598,apostolos
10,Arkadij,Arkadiji,M,18599,arkadij
10,Atilla,Atillo,M,18600,atilla
10,Azam,Azame,M,18601,azam
10,Balázs,Balázsi,M,18602,bal'azs
10,Baltazar,Baltazare,M,18603,baltazar
10,Bassam,Bassame,M,18604,bassam
10,Batmunkh,Batmunkhu,M,18605,batmunkh
10,Batzorig,Batzorigu,M,18606,batzorig
10,Besnik,Besniku,M,18607,besnik
10,Blagoj,Blagoji,M,18608,blagoj
10,Bojislav,Bojislave,M,18609,bojislav
10,Burim,Burime,M,18610,burim
10,Catalin,Cataline,M,18611,catalin
10,Claude,Claude,M,18612,claude
10,Darren,Darrene,M,18613,darren
10,Donald,Donalde,M,18614,donald
10,Done,Done,M,18615,done
10,Dorde,Dorde,M,18616,dorde
10,Dorel,Dorle,M,18617,dorel
10,Enkhtaivan,Enkhtaivane,M,18618,enkhtaivan
10,Enzo,Enzo,M,18619,enzo
10,Etienne,Etienne,M,18620,etienne
10,Evgeni,Evgeni,M,18621,evgeni
10,Fatih,Fatihu,M,18622,fatih
10,Frantisek,Frantisku,M,18623,frantisek
10,Gantumur,Gantumure,M,18624,gantumur
10,Giao,Giao,M,18625,giao
10,Gregory,Gregory,M,18626,gregory
10,Hassen,Hassene,M,18627,hassen
10,Hossein,Hosseine,M,18628,hossein
10,Hussam,Hussame,M,18629,hussam
10,Charlie,Charlie,M,18630,charlie
10,Chinzorig,Chinzorigu,M,18631,chinzorig
10,Innocenc,Innocenci,M,18632,innocenc
10,Ionel,Ionele:Ioneli,M,18633,ionel
10,Iskandar,Iskandare,M,18634,iskandar
10,Ismoil,Ismoile,M,18635,ismoil
10,Israel,Israeli,M,18636,israel
10,Jacques,Jacquesi,M,18637,jacques
10,Kanstantsin,Kanstantsine,M,18638,kanstantsin
10,Karím,Karíme,M,18639,kar'im
10,Khatanbaatar,Khatanbaatare,M,18640,khatanbaatar
10,Kilian,Kiliane,M,18641,kilian
10,Kinh,Kinhu,M,18642,kinh
10,Krešimir,Krešimire,M,18643,kresimir
10,Květoš,Květoši,M,18644,kvetos
10,Kyriakos,Kyriakosi,M,18645,kyriakos
10,Lazaros,Lazarosi,M,18646,lazaros
10,Levent,Levente,M,18647,levent
10,Liboš,Liboši,M,18648,libos
10,Lior,Liore,M,18649,lior
10,Ljubo,Ljubo,M,18650,ljubo
10,Lucjan,Lucjane,M,18651,lucjan
10,Lulzim,Lulzime,M,18652,lulzim
10,Lyes,Lyesi,M,18653,lyes
10,Makar,Makare,M,18654,makar
10,Makoto,Makoto,M,18655,makoto
10,Markiyan,Markiyane,M,18656,markiyan
10,Mathieu,Mathieu,M,18657,mathieu
10,Mesut,Mesute,M,18658,mesut
10,Mikola,Mikolo,M,18659,mikola
10,Míťa,Míťo,M,18660,m'ita
10,Moris,Morisi,M,18661,moris
10,Moussa,Mousso,M,18662,moussa
10,Muslim,Muslime,M,18663,muslim
10,Nader,Nadere,M,18664,nader
10,Nasir,Nasire,M,18665,nasir
10,Nghiem,Nghieme,M,18666,nghiem
10,Nghiep,Nghiepe,M,18667,nghiep
10,Ngo,Ngo,M,18668,ngo
10,Nha,Nho,M,18669,nha
10,Nijaz,Nijazi,M,18670,nijaz
10,Nikolaus,Nikolausi,M,18671,nikolaus
10,Nimrod,Nimrode,M,18672,nimrod
10,Nyamdorj,Nyamdorji,M,18673,nyamdorj
10,Ognjen,Ognjene,M,18674,ognjen
10,Ottó,Ottó,M,18675,ott'o
10,Ovidiu,Ovidiu,M,18676,ovidiu
10,Patricio,Patricio,M,18677,patricio
10,Piero,Piero,M,18678,piero
10,Radouš,Radouši,M,18679,radous
10,Radwan,Radwane,M,18680,radwan
10,Raed,Raede,M,18681,raed
10,Rafik,Rafiku,M,18682,rafik
10,Ramazan,Ramazane,M,18683,ramazan
10,Ramzi,Ramzi,M,18684,ramzi
10,Rasul,Rasule,M,18685,rasul
10,Ratko,Ratko,M,18686,ratko
10,Razmik,Razmiku,M,18687,razmik
10,Remzi,Remzi,M,18688,remzi
10,Ricky,Ricky,M,18689,ricky
10,Rico,Rico,M,18690,rico
10,Sadik,Sadiku,M,18691,sadik
10,Sanjay,Sanjay,M,18692,sanjay
10,Scott,Scotte,M,18693,scott
10,Semi,Semi,M,18694,semi
10,Semion,Semione,M,18695,semion
10,Sergo,Sergo,M,18696,sergo
10,Světoslav,Světoslave,M,18697,svetoslav
10,Sviatoslav,Sviatoslave,M,18698,sviatoslav
10,Štepán,Štepáne,M,18699,step'an
10,Talal,Talale,M,18700,talal
10,Tatsuya,Tatsuyo,M,18701,tatsuya
10,Teimuraz,Teimurazi,M,18702,teimuraz
10,Tham,Thame,M,18703,tham
10,Tin,Tine,M,18704,tin
10,Toi,Toi,M,18705,toi
10,Ty,Ty,M,18706,ty
10,Tyberiy,Tyberiyi,M,18707,tyberiy
10,Umidjon,Umidjone,M,18708,umidjon
10,Uroš,Uroši,M,18709,uros
10,Vahagn,Vahagne,M,18710,vahagn
10,Vahe,Vahe,M,18711,vahe
10,Vasiliy,Vasiliyi,M,18712,vasiliy
10,Velimir,Velimire,M,18713,velimir
10,Vendel,Vendeli:Vendele,M,18714,vendel
10,Vendelin,Vendeline,M,18715,vendelin
10,Wael,Waeli,M,18716,wael
10,Yakub,Yakube,M,18717,yakub
10,Yousef,Yousefe,M,18718,yousef
10,Zachariáš,Zachariáši,M,18719,zachari'as
10,Zděněk,Zděňku,M,18720,zdenek
10,Zolboo,Zolboo,M,18721,zolboo
9,Abbas,Abbasi,M,18722,abbas
9,Abdoulaye,Abdoulaye,M,18723,abdoulaye
9,Akim,Akime,M,18724,akim
9,Albrecht,Albrechte,M,18725,albrecht
9,Alija,Alijo,M,18726,alija
9,Aljoša,Aljošo,M,18727,aljosa
9,Alojzy,Alojzy,M,18728,alojzy
9,Amarsanaa,Amarsanao,M,18729,amarsanaa
9,Ambróz,Ambrózi,M,18730,ambr'oz
9,Antal,Antale,M,18731,antal
9,António,António,M,18732,ant'onio
9,Armín,Armíne,M,18733,arm'in
9,Arsenij,Arseniji,M,18734,arsenij
9,Artan,Artane,M,18735,artan
9,Artúr,Artúre,M,18736,art'ur
9,Atef,Atefe,M,18737,atef
9,Atsushi,Atsushi,M,18738,atsushi
9,Azizbek,Azizbku,M,18739,azizbek
9,Ákos,Ákosi,M,18740,'akos
9,Bahodir,Bahodire,M,18741,bahodir
9,Bashkim,Bashkime,M,18742,bashkim
9,Batchuluun,Batchuluune,M,18743,batchuluun
9,Battsengel,Battsengeli,M,18744,battsengel
9,Bertold,Bertolde,M,18745,bertold
9,Božej,Božeji,M,18746,bozej
9,Bratislav,Bratislave,M,18747,bratislav
9,Broněk,Broňku,M,18748,bronek
9,Cesare,Cesare,M,18749,cesare
9,Cvetan,Cvetane,M,18750,cvetan
9,Cyprián,Cypriáne,M,18751,cypri'an
9,Daniyar,Daniyare,M,18752,daniyar
9,Dau,Dau,M,18753,dau
9,Dusan,Dusane,M,18754,dusan
9,Duyen,Duyene,M,18755,duyen
9,Edis,Edisi,M,18756,edis
9,Eduárd,Eduárde,M,18757,edu'ard
9,Elie,Elie,M,18758,elie
9,Elio,Elio,M,18759,elio
9,Emin,Emine,M,18760,emin
9,Enkhtuvshin,Enkhtuvshine,M,18761,enkhtuvshin
9,Erick,Ericku,M,18762,erick
9,Erkin,Erkine,M,18763,erkin
9,Feras,Ferasi,M,18764,feras
9,Friedhelm,Friedhelme,M,18765,friedhelm
9,Gad,Gade,M,18766,gad
9,Ganbayar,Ganbayare,M,18767,ganbayar
9,Gayrat,Gayrate,M,18768,gayrat
9,Gerardo,Gerardo,M,18769,gerardo
9,Gerrit,Gerrite,M,18770,gerrit
9,Gheorghii,Gheorghii,M,18771,gheorghii
9,Gia,Gio,M,18772,gia
9,Gligor,Gligore,M,18773,gligor
9,Grigorii,Grigorii,M,18774,grigorii
9,Guillermo,Guillermo,M,18775,guillermo
9,Gunter,Guntere,M,18776,gunter
9,Gurgen,Gurgene,M,18777,gurgen
9,Hajrudin,Hajrudine,M,18778,hajrudin
9,Hakob,Hakobe,M,18779,hakob
9,Hamdi,Hamdi,M,18780,hamdi
9,Hamdija,Hamdijo,M,18781,hamdija
9,Hartwig,Hartwigu,M,18782,hartwig
9,Havrylo,Havrylo,M,18783,havrylo
9,Hichem,Hicheme,M,18784,hichem
9,Chu,Chu,M,18785,chu
9,Ignacio,Ignacio,M,18786,ignacio
9,Immanuel,Immanueli,M,18787,immanuel
9,Irfan,Irfane,M,18788,irfan
9,Ismael,Ismaeli,M,18789,ismael
9,Issam,Issame,M,18790,issam
9,Jacopo,Jacopo,M,18791,jacopo
9,Jamel,Jamele:Jameli,M,18792,jamel
9,Jamie,Jamie,M,18793,jamie
9,Jamil,Jamile,M,18794,jamil
9,Jane,Jane,M,18795,jane
9,Jarko,Jarko,M,18796,jarko
9,Jianjun,Jianjune,M,18797,jianjun
9,Joannis,Joannisi,M,18798,joannis
9,Joao,Joao,M,18799,joao
9,Joaquin,Joaquine,M,18800,joaquin
9,Jožka,Jožko,M,18801,jozka
9,Kadir,Kadire,M,18802,kadir
9,Kamoliddin,Kamoliddine,M,18803,kamoliddin
9,Kálmán,Kálmáne,M,18804,k'alm'an
9,Keith,Keithe,M,18805,keith
9,Ken,Kene,M,18806,ken
9,Khánh,Khánhu,M,18807,kh'anh
9,Kolja,Koljo,M,18808,kolja
9,Lang,Langu,M,18809,lang
9,Leanid,Leanide,M,18810,leanid
9,Li,Li,M,18811,li
9,Loránt,Loránte,M,18812,lor'ant
9,Ludoslav,Ludoslave,M,18813,ludoslav
9,Mamadou,Mamadou,M,18814,mamadou
9,Manvel,Manvle,M,18815,manvel
9,Mehmed,Mehmede,M,18816,mehmed
9,Mensur,Mensure,M,18817,mensur
9,Mihajlo,Mihajlo,M,18818,mihajlo
9,Michajlo,Michajlo,M,18819,michajlo
9,Mikita,Mikito,M,18820,mikita
9,Miklós,Miklósi,M,18821,mikl'os
9,Milko,Milko,M,18822,milko
9,Milomír,Milomíre,M,18823,milom'ir
9,Miša,Mišo,M,18824,misa
9,Momir,Momire,M,18825,momir
9,Munkhtur,Munkhture,M,18826,munkhtur
9,Muoi,Muoi,M,18827,muoi
9,Nadav,Nadave,M,18828,nadav
9,Nadim,Nadime,M,18829,nadim
9,Naum,Naume,M,18830,naum
9,Nicolás,Nicolási,M,18831,nicol'as
9,Nils,Nilsi,M,18832,nils
9,Nir,Nire,M,18833,nir
9,Noe,Noe,M,18834,noe
9,Odbayar,Odbayare,M,18835,odbayar
9,Ofer,Ofere,M,18836,ofer
9,Oganes,Oganesi,M,18837,oganes
9,Oksana,Oksano,M,18838,oksana
9,Oktavian,Oktaviane,M,18839,oktavian
9,Oktavián,Oktaviáne,M,18840,oktavi'an
9,Oleksij,Oleksiji,M,18841,oleksij
9,Ori,Ori,M,18842,ori
9,Otabek,Otabku,M,18843,otabek
9,Otokár,Otokáre,M,18844,otok'ar
9,Patrice,Patrice,M,18845,patrice
9,Qiang,Qiangu,M,18846,qiang
9,Rabah,Rabahu,M,18847,rabah
9,Radivoje,Radivoje,M,18848,radivoje
9,Radoslaw,Radoslawe,M,18849,radoslaw
9,Ramil,Ramile,M,18850,ramil
9,Ravshanbek,Ravshanbku,M,18851,ravshanbek
9,Reda,Redo,M,18852,reda
9,Remigius,Remigie,M,18853,remigius
9,Reno,Reno,M,18854,reno
9,Ríša,Ríšo,M,18855,r'isa
9,Romain,Romaine,M,18856,romain
9,San,Sane,M,18857,san
9,Sanel,Sanele:Saneli,M,18858,sanel
9,Sergij,Sergiji,M,18859,sergij
9,Severín,Severíne,M,18860,sever'in
9,Shahid,Shahide,M,18861,shahid
9,Shane,Shane,M,18862,shane
9,Silván,Silváne,M,18863,silv'an
9,Slava,Slavo,M,18864,slava
9,Sławomir,Sławomire,M,18865,slawomir
9,Sokratis,Sokratisi,M,18866,sokratis
9,Solomon,Solomone,M,18867,solomon
9,Stanislau,Stanislau,M,18868,stanislau
9,Stéphane,Stéphane,M,18869,st'ephane
9,Svatoboj,Svatoboji,M,18870,svatoboj
9,Szilárd,Szilárde,M,18871,szil'ard
9,Temuujin,Temuujine,M,18872,temuujin
9,Tengis,Tengisi,M,18873,tengis
9,Thiem,Thieme,M,18874,thiem
9,Thuyet,Thuyete,M,18875,thuyet
9,Timofei,Timofei,M,18876,timofei
9,Toman,Tomane,M,18877,toman
9,Ton,Tone,M,18878,ton
9,Trajko,Trajko,M,18879,trajko
9,Trifon,Trifone,M,18880,trifon
9,Umberto,Umberto,M,18881,umberto
9,Vahan,Vahane,M,18882,vahan
9,Velen,Velene,M,18883,velen
9,Vladlen,Vladlene,M,18884,vladlen
9,Vlastik,Vlastiku,M,18885,vlastik
9,Vlastík,Vlastíku,M,18886,vlast'ik
9,Vlatko,Vlatko,M,18887,vlatko
9,Waltr,Waltře,M,18888,waltr
9,Wenzel,Wenzele:Wenzeli,M,18889,wenzel
9,Wiliam,Wiliame,M,18890,wiliam
9,Yair,Yaire,M,18891,yair
9,Yang,Yangu,M,18892,yang
9,Zahid,Zahide,M,18893,zahid
9,Zakaria,Zakario,M,18894,zakaria
9,Zied,Ziede,M,18895,zied
9,Ziv,Zive,M,18896,ziv
9,Zorigtbaatar,Zorigtbaatare,M,18897,zorigtbaatar
9,Zvonimir,Zvonimire,M,18898,zvonimir
8,Abdelaziz,Abdelazizi,M,18899,abdelaziz
8,Abdellatif,Abdellatife,M,18900,abdellatif
8,Abror,Abrore,M,18901,abror
8,Adi,Adi,M,18902,adi
8,Adis,Adisi,M,18903,adis
8,Ahcene,Ahcene,M,18904,ahcene
8,Achileas,Achileasi,M,18905,achileas
8,Akira,Akiro,M,18906,akira
8,Aleks,Aleksi,M,18907,aleks
8,Aleksa,Alekso,M,18908,aleksa
8,Alí,Alí,M,18909,al'i
8,Anders,Andersi,M,18910,anders
8,Andonis,Andonisi,M,18911,andonis
8,Anestis,Anestisi,M,18912,anestis
8,Angelos,Angelosi,M,18913,angelos
8,Anselm,Anselme,M,18914,anselm
8,Anwar,Anware,M,18915,anwar
8,Arber,Arbere,M,18916,arber
8,Arie,Arie,M,18917,arie
8,Aristidis,Aristidisi,M,18918,aristidis
8,Aristotelis,Aristotelisi,M,18919,aristotelis
8,Artjom,Artjome,M,18920,artjom
8,Arturo,Arturo,M,18921,arturo
8,Asmir,Asmire,M,18922,asmir
8,Atanasis,Atanasisi,M,18923,atanasis
8,Attilio,Attilio,M,18924,attilio
8,Augustýn,Augustýne,M,18925,august'yn
8,Baris,Barisi,M,18926,baris
8,Batkhuyag,Batkhuyagu,M,18927,batkhuyag
8,Battogtokh,Battogtokhu,M,18928,battogtokh
8,Bayanmunkh,Bayanmunkhu,M,18929,bayanmunkh
8,Bich,Bichu,M,18930,bich
8,Blagoja,Blagojo,M,18931,blagoja
8,Bodo,Bodo,M,18932,bodo
8,Bold,Bolde,M,18933,bold
8,Borče,Borče,M,18934,borce
8,Boryslav,Boryslave,M,18935,boryslav
8,Brahim,Brahime,M,18936,brahim
8,Brandon,Brandone,M,18937,brandon
8,Brunon,Brunone,M,18938,brunon
8,Carl,Carle,M,18939,carl
8,Carmine,Carmine,M,18940,carmine
8,Cesar,Cesare,M,18941,cesar
8,Ciprian,Cipriane,M,18942,ciprian
8,Claus,Clausi,M,18943,claus
8,Corneliu,Corneliu,M,18944,corneliu
8,Ctimír,Ctimíre,M,18945,ctim'ir
8,Dančo,Dančo,M,18946,danco
8,Daniyil,Daniyile,M,18947,daniyil
8,Dante,Dante,M,18948,dante
8,Danuš,Danuši,M,18949,danus
8,Deepak,Deepaku,M,18950,deepak
8,Demetr,Demetre,M,18951,demetr
8,Demian,Demiane,M,18952,demian
8,Didier,Didiere,M,18953,didier
8,Dimitre,Dimitre,M,18954,dimitre
8,Dimo,Dimo,M,18955,dimo
8,Dominík,Dominíku,M,18956,domin'ik
8,Don,Done,M,18957,don
8,Driton,Dritone,M,18958,driton
8,Džemal,Džemale,M,18959,dzemal
8,Edouard,Edouarde,M,18960,edouard
8,Egbert,Egberte,M,18961,egbert
8,Eli,Eli,M,18962,eli
8,Elia,Elio,M,18963,elia
8,Elvedin,Elvedine,M,18964,elvedin
8,Erdenebaatar,Erdenebaatare,M,18965,erdenebaatar
8,Erhan,Erhane,M,18966,erhan
8,Evgen,Evgene,M,18967,evgen
8,Evgenij,Evgeniji,M,18968,evgenij
8,Fabrice,Fabrice,M,18969,fabrice
8,Farhod,Farhode,M,18970,farhod
